<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>;;Žòêðûòèå 10-09;Œàêñèìóì 10-09;Œèíèìóì 10-09;‡àêðûòèå 10-09;Žòêðûòèå 10-10;Œàêñèìóì 10-10;Œèíèìóì 10-10;‡àêðûòèå 10-10;Žòêðûòèå 12-11;Œàêñèìóì 12-11;Œèíèìóì 12-11;‡àêðûòèå 12-11;Žòêðûòèå 10-12;Œàêñèìóì 10-12;Œèíèìóì 10-12;‡àêðûòèå 10-12
SPFB,RTS-12,18;1;10,10,2018;12:17;115540;115590;115510;115550;488;;;;;;113230;113230;113120;113190;110980;111000;110920;110950;112780;112800;112770;112780
SPFB,RTS-12,18;1;10,10,2018;12:18;115530;115610;115520;115590;693;;;;;;113170;113240;113110;113230;110940;110980;110920;110970;112790;112810;112750;112790
SPFB,RTS-12,18;1;10,10,2018;12:19;115600;115640;115520;115540;498;;;;;;113240;113280;113230;113250;110980;111030;110980;111010;112780;112900;112760;112890
SPFB,RTS-12,18;1;10,10,2018;12:20;115550;115550;115440;115460;873;;;;;;113240;113270;113230;113230;111010;111020;110990;110990;112890;112900;112860;112870
SPFB,RTS-12,18;1;10,10,2018;12:21;115460;115500;115390;115450;975;;;;;;113230;113260;113190;113220;110990;111010;110990;110990;112860;112900;112860;112900
SPFB,RTS-12,18;1;10,10,2018;12:22;115440;115450;115380;115390;560;;;;;;113210;113260;113190;113250;110990;111000;110980;110990;112900;112930;112870;112900
SPFB,RTS-12,18;1;10,10,2018;12:23;115390;115400;115260;115360;1847;;;;;;113230;113270;113220;113220;110990;111050;110990;111050;112890;112920;112870;112910
SPFB,RTS-12,18;1;10,10,2018;12:24;115350;115400;115330;115400;346;;;;;;113240;113380;113240;113380;111040;111080;111040;111050;112910;112920;112880;112900
SPFB,RTS-12,18;1;10,10,2018;12:25;115390;115440;115340;115340;379;;;;;;113360;113470;113360;113430;111060;111070;111020;111050;112890;112930;112870;112880
SPFB,RTS-12,18;1;10,10,2018;12:26;115350;115360;115280;115360;625;;;;;;113440;113510;113420;113450;111040;111050;110970;110980;112870;112880;112820;112850
SPFB,RTS-12,18;1;10,10,2018;12:27;115360;115400;115300;115330;344;;;;;;113450;113460;113390;113390;110990;111000;110900;110900;112860;112900;112840;112850
SPFB,RTS-12,18;1;10,10,2018;12:28;115330;115440;115290;115440;373;;;;;;113390;113420;113360;113390;110910;110960;110900;110910;112860;112870;112840;112840
SPFB,RTS-12,18;1;10,10,2018;12:29;115440;115490;115380;115380;727;;;;;;113390;113390;113350;113350;110910;110910;110780;110830;112840;112850;112820;112830
SPFB,RTS-12,18;1;10,10,2018;12:30;115380;115420;115360;115410;268;;;;;;113370;113390;113260;113290;110820;110900;110810;110900;112840;112850;112820;112830
SPFB,RTS-12,18;1;10,10,2018;12:31;115400;115510;115390;115480;354;;;;;;113280;113300;113240;113290;110890;110890;110830;110860;112820;112820;112750;112760
SPFB,RTS-12,18;1;10,10,2018;12:32;115460;115510;115390;115390;239;;;;;;113300;113330;113240;113330;110860;110870;110850;110870;112760;112800;112750;112760
SPFB,RTS-12,18;1;10,10,2018;12:33;115400;115400;115320;115350;457;;;;;;113330;113370;113270;113290;110860;110900;110860;110900;112750;112770;112730;112750
SPFB,RTS-12,18;1;10,10,2018;12:34;115340;115350;115240;115290;657;;;;;;113280;113280;113190;113190;110900;110920;110890;110920;112740;112780;112730;112770
SPFB,RTS-12,18;1;10,10,2018;12:35;115290;115290;115210;115280;467;;;;;;113180;113280;113170;113260;110920;110960;110910;110960;112760;112780;112750;112750
SPFB,RTS-12,18;1;10,10,2018;12:36;115270;115310;115250;115300;293;;;;;;113250;113300;113240;113280;110950;110990;110930;110990;112750;112760;112740;112750
SPFB,RTS-12,18;1;10,10,2018;12:37;115300;115320;115260;115320;110;;;;;;113280;113330;113240;113260;110980;110980;110910;110920;112750;112750;112710;112750
SPFB,RTS-12,18;1;10,10,2018;12:38;115300;115300;115240;115250;176;;;;;;113260;113360;113250;113360;110920;110960;110910;110940;112730;112770;112710;112770
SPFB,RTS-12,18;1;10,10,2018;12:39;115260;115380;115230;115370;652;;;;;;113360;113360;113280;113290;110930;110960;110930;110960;112770;112800;112760;112800
SPFB,RTS-12,18;1;10,10,2018;12:40;115360;115530;115360;115520;1178;;;;;;113290;113290;113260;113270;110960;110960;110900;110900;112800;112840;112800;112840
SPFB,RTS-12,18;1;10,10,2018;12:41;115520;115580;115470;115530;639;;;;;;113260;113280;113230;113280;110890;110890;110840;110860;112840;112860;112810;112820
SPFB,RTS-12,18;1;10,10,2018;12:42;115530;115570;115480;115550;293;;;;;;113250;113270;113210;113210;110870;110920;110850;110920;112830;112840;112810;112820
SPFB,RTS-12,18;1;10,10,2018;12:43;115570;115720;115550;115680;1539;;;;;;113210;113250;113210;113230;110920;110930;110860;110910;112830;112930;112830;112870
SPFB,RTS-12,18;1;10,10,2018;12:44;115700;115710;115650;115680;613;;;;;;113240;113270;113220;113260;110910;111000;110910;110940;112860;112930;112850;112920
SPFB,RTS-12,18;1;10,10,2018;12:45;115680;115680;115600;115620;451;;;;;;113270;113280;113210;113210;110930;110950;110900;110940;112900;112920;112860;112860
SPFB,RTS-12,18;1;10,10,2018;12:46;115620;115900;115610;115830;3535;;;;;;113220;113220;113160;113160;110910;110940;110880;110890;112850;112880;112840;112860
SPFB,RTS-12,18;1;10,10,2018;12:47;115840;115890;115790;115810;817;;;;;;113160;113200;113150;113200;110890;110920;110880;110890;112870;112900;112820;112820
SPFB,RTS-12,18;1;10,10,2018;12:48;115820;115830;115770;115820;361;;;;;;113180;113200;113140;113160;110880;110930;110880;110900;112830;112850;112820;112840
SPFB,RTS-12,18;1;10,10,2018;12:49;115820;115870;115810;115840;383;;;;;;113180;113180;113120;113160;110910;110920;110890;110910;112850;112860;112810;112810
SPFB,RTS-12,18;1;10,10,2018;12:50;115830;115860;115800;115850;426;;;;;;113150;113180;113070;113080;110910;110920;110870;110870;112810;112830;112800;112830
SPFB,RTS-12,18;1;10,10,2018;12:51;115850;115910;115780;115810;1824;;;;;;113080;113110;113040;113070;110870;110870;110830;110840;112820;112820;112780;112780
SPFB,RTS-12,18;1;10,10,2018;12:52;115810;115900;115810;115840;341;;;;;;113070;113090;113030;113040;110850;110860;110830;110840;112800;112800;112750;112750
SPFB,RTS-12,18;1;10,10,2018;12:53;115830;115910;115830;115880;394;;;;;;113040;113110;113030;113110;110840;110840;110790;110800;112760;112790;112750;112760
SPFB,RTS-12,18;1;10,10,2018;12:54;115860;115860;115770;115780;915;;;;;;113110;113140;113060;113140;110810;110820;110750;110800;112760;112810;112760;112810
SPFB,RTS-12,18;1;10,10,2018;12:55;115780;115860;115760;115780;662;;;;;;113140;113160;113100;113130;110790;110860;110780;110860;112800;112840;112800;112830
SPFB,RTS-12,18;1;10,10,2018;12:56;115780;115800;115720;115730;865;;;;;;113130;113170;113110;113150;110850;110910;110830;110890;112830;112850;112820;112850
SPFB,RTS-12,18;1;10,10,2018;12:57;115730;115790;115680;115780;694;;;;;;113140;113150;113110;113120;110890;110900;110850;110860;112840;112860;112810;112810
SPFB,RTS-12,18;1;10,10,2018;12:58;115780;115820;115720;115820;670;;;;;;113110;113160;113090;113140;110860;110920;110860;110900;112820;112850;112810;112840
SPFB,RTS-12,18;1;10,10,2018;12:59;115810;115830;115770;115800;626;;;;;;113150;113150;113120;113140;110910;110980;110900;110970;112830;112900;112830;112890
SPFB,RTS-12,18;1;10,10,2018;13:00;115790;115800;115740;115740;262;;;;;;113140;113220;113140;113200;110960;111000;110930;111000;112880;112940;112880;112910
SPFB,RTS-12,18;1;10,10,2018;13:01;115740;115790;115710;115730;650;;;;;;113210;113230;113160;113170;111000;111120;110980;111100;112910;112930;112890;112890
SPFB,RTS-12,18;1;10,10,2018;13:02;115730;115730;115660;115660;465;;;;;;113180;113210;113180;113200;111080;111130;111080;111110;112900;112910;112890;112910
SPFB,RTS-12,18;1;10,10,2018;13:03;115680;115700;115650;115680;368;;;;;;113210;113210;113140;113170;111110;111140;111110;111130;112900;112920;112880;112920
SPFB,RTS-12,18;1;10,10,2018;13:04;115680;115720;115680;115690;611;;;;;;113160;113190;113150;113180;111120;111120;111090;111100;112920;112920;112830;112850
SPFB,RTS-12,18;1;10,10,2018;13:05;115700;115730;115620;115630;347;;;;;;113170;113230;113170;113210;111100;111100;111070;111090;112850;112880;112840;112840
SPFB,RTS-12,18;1;10,10,2018;13:06;115640;115750;115640;115750;306;;;;;;113210;113220;113160;113190;111100;111110;111060;111070;112850;112850;112820;112820
SPFB,RTS-12,18;1;10,10,2018;13:07;115750;115860;115720;115830;757;;;;;;113190;113250;113170;113190;111060;111070;111020;111040;112840;112840;112810;112820
SPFB,RTS-12,18;1;10,10,2018;13:08;115820;115830;115740;115750;528;;;;;;113200;113200;113110;113130;111030;111050;111020;111040;112840;112880;112830;112840
SPFB,RTS-12,18;1;10,10,2018;13:09;115730;115760;115720;115720;181;;;;;;113120;113130;113070;113090;111030;111070;111020;111030;112830;112840;112750;112770
SPFB,RTS-12,18;1;10,10,2018;13:10;115720;115790;115700;115770;201;;;;;;113090;113110;113050;113090;111030;111080;111020;111080;112760;112790;112750;112780
SPFB,RTS-12,18;1;10,10,2018;13:11;115770;115800;115750;115770;323;;;;;;113090;113100;113050;113060;111080;111080;111040;111070;112790;112790;112710;112730
SPFB,RTS-12,18;1;10,10,2018;13:12;115750;115750;115670;115680;236;;;;;;113080;113080;113040;113080;111070;111140;111030;111140;112720;112720;112630;112650
SPFB,RTS-12,18;1;10,10,2018;13:13;115680;115750;115660;115700;207;;;;;;113060;113120;113050;113100;111140;111150;111070;111090;112640;112660;112580;112610
SPFB,RTS-12,18;1;10,10,2018;13:14;115690;115710;115630;115690;347;;;;;;113110;113120;113060;113080;111080;111100;111050;111100;112610;112680;112600;112680
SPFB,RTS-12,18;1;10,10,2018;13:15;115690;115690;115640;115650;262;;;;;;113070;113070;113040;113050;111090;111120;111090;111110;112690;112740;112650;112690
SPFB,RTS-12,18;1;10,10,2018;13:16;115650;115780;115640;115780;565;;;;;;113050;113060;112970;112970;111100;111110;111070;111090;112690;112710;112660;112690
SPFB,RTS-12,18;1;10,10,2018;13:17;115770;115840;115740;115840;573;;;;;;112970;113020;112940;113020;111090;111120;111090;111100;112700;112740;112700;112700
SPFB,RTS-12,18;1;10,10,2018;13:18;115840;116040;115830;116000;4883;;;;;;113010;113010;112920;112940;111090;111150;111090;111150;112710;112730;112650;112650
SPFB,RTS-12,18;1;10,10,2018;13:19;115990;115990;115920;115920;737;;;;;;112930;113020;112930;112970;111150;111240;111150;111220;112650;112680;112620;112660
SPFB,RTS-12,18;1;10,10,2018;13:20;115920;115940;115890;115910;1061;;;;;;112970;112980;112880;112890;111220;111230;111190;111220;112660;112680;112650;112660
SPFB,RTS-12,18;1;10,10,2018;13:21;115920;115950;115910;115930;646;;;;;;112890;112910;112840;112870;111230;111290;111220;111290;112650;112680;112620;112650
SPFB,RTS-12,18;1;10,10,2018;13:22;115910;115920;115820;115840;510;;;;;;112870;112960;112870;112900;111290;111290;111220;111230;112640;112640;112580;112600
SPFB,RTS-12,18;1;10,10,2018;13:23;115850;115920;115840;115890;346;;;;;;112880;112950;112870;112940;111230;111240;111180;111180;112610;112700;112600;112690
SPFB,RTS-12,18;1;10,10,2018;13:24;115900;115980;115900;115950;807;;;;;;112930;113020;112930;113020;111190;111250;111180;111190;112670;112670;112580;112600
SPFB,RTS-12,18;1;10,10,2018;13:25;115950;116000;115920;115930;231;;;;;;113010;113040;112970;113010;111200;111200;111170;111190;112600;112640;112550;112630
SPFB,RTS-12,18;1;10,10,2018;13:26;115930;115990;115930;115950;227;;;;;;112990;113000;112940;112980;111190;111280;111190;111240;112640;112660;112580;112590
SPFB,RTS-12,18;1;10,10,2018;13:27;115950;115960;115910;115940;132;;;;;;112980;112990;112920;112920;111250;111260;111160;111160;112610;112660;112610;112650
SPFB,RTS-12,18;1;10,10,2018;13:28;115950;115980;115870;115890;288;;;;;;112940;113010;112910;113000;111180;111180;111080;111110;112660;112690;112610;112610
SPFB,RTS-12,18;1;10,10,2018;13:29;115900;115950;115890;115910;175;;;;;;113000;113020;112970;113010;111100;111130;111080;111090;112630;112630;112500;112510
SPFB,RTS-12,18;1;10,10,2018;13:30;115900;115970;115890;115930;268;;;;;;113010;113060;112990;113020;111110;111130;111030;111040;112510;112610;112510;112590
SPFB,RTS-12,18;1;10,10,2018;13:31;115920;115970;115900;115920;316;;;;;;113030;113070;113000;113060;111050;111080;111020;111030;112600;112610;112510;112530
SPFB,RTS-12,18;1;10,10,2018;13:32;115910;116010;115910;115940;529;;;;;;113060;113080;113030;113050;111030;111080;111020;111080;112540;112550;112500;112500
SPFB,RTS-12,18;1;10,10,2018;13:33;115950;115980;115950;115970;68;;;;;;113050;113050;113000;113020;111070;111070;111030;111040;112500;112600;112470;112600
SPFB,RTS-12,18;1;10,10,2018;13:34;115970;116220;115970;116180;2173;;;;;;113030;113060;112990;113000;111050;111100;111030;111060;112600;112620;112580;112580
SPFB,RTS-12,18;1;10,10,2018;13:35;116190;116240;116160;116160;1280;;;;;;113010;113060;113010;113060;111060;111070;111030;111040;112580;112620;112560;112560
SPFB,RTS-12,18;1;10,10,2018;13:36;116170;116260;116160;116210;1204;;;;;;113060;113090;113050;113080;111030;111050;110970;111010;112550;112570;112500;112560
SPFB,RTS-12,18;1;10,10,2018;13:37;116210;116290;116180;116270;1255;;;;;;113090;113100;113040;113090;111000;111020;110960;110980;112560;112560;112510;112550
SPFB,RTS-12,18;1;10,10,2018;13:38;116270;116290;116230;116240;607;;;;;;113100;113140;113010;113020;110970;111000;110970;110980;112560;112640;112550;112630
SPFB,RTS-12,18;1;10,10,2018;13:39;116250;116430;116240;116360;1931;;;;;;113050;113060;112960;112960;110970;111050;110970;111040;112620;112630;112540;112570
SPFB,RTS-12,18;1;10,10,2018;13:40;116360;116420;116320;116360;1246;;;;;;112970;113020;112950;112970;111040;111050;110980;110980;112580;112670;112550;112660
SPFB,RTS-12,18;1;10,10,2018;13:41;116360;116370;116280;116290;732;;;;;;112960;112990;112920;112940;111000;111000;110910;110930;112660;112680;112580;112590
SPFB,RTS-12,18;1;10,10,2018;13:42;116280;116300;116250;116290;471;;;;;;112950;112970;112920;112950;110930;110970;110920;110970;112600;112650;112580;112640
SPFB,RTS-12,18;1;10,10,2018;13:43;116290;116360;116260;116300;972;;;;;;112940;112940;112870;112930;110970;110990;110870;110890;112640;112660;112620;112650
SPFB,RTS-12,18;1;10,10,2018;13:44;116310;116320;116230;116280;561;;;;;;112910;112930;112850;112860;110900;110910;110800;110820;112650;112660;112620;112640
SPFB,RTS-12,18;1;10,10,2018;13:45;116290;116310;116220;116230;546;;;;;;112860;112870;112840;112840;110830;110860;110800;110810;112640;112650;112630;112630
SPFB,RTS-12,18;1;10,10,2018;13:46;116220;116260;116210;116220;470;;;;;;112840;112850;112780;112810;110810;110880;110810;110860;112640;112700;112620;112700
SPFB,RTS-12,18;1;10,10,2018;13:47;116220;116320;116210;116310;609;;;;;;112810;112870;112810;112860;110860;110880;110830;110880;112690;112690;112620;112640
SPFB,RTS-12,18;1;10,10,2018;13:48;116300;116340;116260;116260;756;;;;;;112850;112850;112760;112790;110860;110920;110840;110900;112650;112690;112620;112690
SPFB,RTS-12,18;1;10,10,2018;13:49;116260;116320;116250;116290;398;;;;;;112780;112790;112700;112740;110900;110920;110870;110900;112700;112740;112690;112720
SPFB,RTS-12,18;1;10,10,2018;13:50;116280;116280;116240;116270;212;;;;;;112730;112790;112710;112740;110910;111000;110900;111000;112720;112760;112720;112730
SPFB,RTS-12,18;1;10,10,2018;13:51;116250;116330;116250;116280;387;;;;;;112750;112810;112710;112740;111000;111000;110960;110980;112750;112770;112710;112740
SPFB,RTS-12,18;1;10,10,2018;13:52;116270;116310;116260;116260;166;;;;;;112740;112810;112730;112800;110980;111020;110940;110950;112710;112720;112690;112710
SPFB,RTS-12,18;1;10,10,2018;13:53;116280;116360;116280;116300;369;;;;;;112800;112800;112700;112750;110950;111050;110950;111050;112710;112720;112680;112680
SPFB,RTS-12,18;1;10,10,2018;13:54;116310;116310;116250;116260;174;;;;;;112730;112740;112690;112720;111040;111060;111010;111020;112700;112700;112680;112700
SPFB,RTS-12,18;1;10,10,2018;13:55;116270;116280;116210;116230;411;;;;;;112720;112750;112660;112740;111030;111080;111010;111070;112700;112700;112660;112690
SPFB,RTS-12,18;1;10,10,2018;13:56;116240;116270;116220;116240;202;;;;;;112730;112730;112490;112650;111070;111080;111030;111060;112700;112700;112630;112630
SPFB,RTS-12,18;1;10,10,2018;13:57;116240;116250;116210;116230;452;;;;;;112650;112780;112650;112750;111060;111060;111020;111040;112640;112660;112610;112650
SPFB,RTS-12,18;1;10,10,2018;13:58;116220;116230;116180;116180;413;;;;;;112740;112750;112660;112690;111030;111050;111010;111020;112640;112640;112610;112630
SPFB,RTS-12,18;1;10,10,2018;13:59;116180;116190;116120;116120;563;;;;;;112700;112720;112620;112640;111020;111030;110970;110980;112630;112720;112620;112700
SPFB,RTS-12,18;1;10,10,2018;14:00;116130;116150;116080;116150;685;;;;;;112640;112670;112550;112580;110990;110990;110930;110960;112700;112700;112670;112670
SPFB,RTS-12,18;1;10,10,2018;14:06;116130;116270;116130;116250;609;;;;;;112600;112620;112550;112550;110970;110970;110890;110910;112690;112690;112630;112630
SPFB,RTS-12,18;1;10,10,2018;14:07;116250;116300;116230;116260;363;;;;;;112560;112570;112480;112500;110910;110920;110890;110890;112640;112660;112630;112640
SPFB,RTS-12,18;1;10,10,2018;14:08;116260;116260;116180;116220;215;;;;;;112490;112510;112380;112400;110890;110920;110880;110910;112630;112720;112630;112710
SPFB,RTS-12,18;1;10,10,2018;14:09;116230;116240;116170;116170;201;;;;;;112390;112430;112320;112390;110890;110900;110870;110900;112700;112710;112620;112660
SPFB,RTS-12,18;1;10,10,2018;14:10;116180;116190;116080;116080;428;;;;;;112390;112450;112370;112410;110910;110920;110840;110860;112630;112660;112580;112640
SPFB,RTS-12,18;1;10,10,2018;14:11;116090;116100;116040;116060;680;;;;;;112400;112500;112380;112390;110860;110890;110840;110850;112650;112660;112580;112620
SPFB,RTS-12,18;1;10,10,2018;14:12;116040;116150;116040;116120;384;;;;;;112390;112420;112340;112360;110840;110860;110820;110850;112620;112640;112590;112640
SPFB,RTS-12,18;1;10,10,2018;14:13;116120;116160;116110;116120;148;;;;;;112350;112520;112340;112500;110830;110870;110830;110860;112650;112660;112630;112650
SPFB,RTS-12,18;1;10,10,2018;14:14;116120;116160;116080;116100;223;;;;;;112490;112520;112400;112440;110860;110900;110860;110890;112640;112680;112620;112650
SPFB,RTS-12,18;1;10,10,2018;14:15;116090;116110;116030;116070;264;;;;;;112440;112480;112420;112440;110900;110910;110820;110820;112650;112660;112640;112640
SPFB,RTS-12,18;1;10,10,2018;14:16;116060;116090;116040;116070;323;;;;;;112450;112470;112440;112470;110830;110910;110820;110910;112650;112680;112650;112650
SPFB,RTS-12,18;1;10,10,2018;14:17;116070;116110;116050;116110;299;;;;;;112470;112470;112400;112460;110900;110900;110850;110860;112650;112680;112600;112600
SPFB,RTS-12,18;1;10,10,2018;14:18;116100;116120;116070;116070;75;;;;;;112470;112470;112290;112350;110860;110860;110810;110840;112600;112630;112600;112610
SPFB,RTS-12,18;1;10,10,2018;14:19;116060;116100;116060;116100;63;;;;;;112350;112400;112340;112370;110840;110850;110830;110830;112600;112610;112580;112600
SPFB,RTS-12,18;1;10,10,2018;14:20;116100;116120;115980;115990;731;;;;;;112360;112370;112290;112320;110830;110850;110730;110760;112590;112610;112580;112600
